PR,Requisition Date,RFQ ID,RFQ Date,PO,PO Date,Fund Code,Project Name,Project ID,Requested BY,Buyer Name,Description,Qty,Unit of Measurment,Currency,Amount,Vendor Name,Invoice Number,System GRN Number,GRN Number,Doc. Received Date,Voucher ID,Cheque Number,Net Pay to Vendor,On hand status,Progress,location
6393,13/12/2019,N/A,13/12/2019,5945,13/12/2019,US2H5,Emergency,OCHAET0048,MENBERE SILESHI,NSOLOMON,"Vehicle rental Extension Plate # 3-A51488 one pick up 4WD Single cabin for 27 days from 14th Dec,2019 - 9 Jan 2020. In Borena FO.Vehicle rental Extension Plate # 3A43586 one pick up 4WD Single cabin for 27 days. form 14th Dec 2019 - 9 Jan 2020 in Borena FO",27,DAY,ETB,85235.36,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/512/12,5940,8884,07/02/2020,93358,4985082,83753,PO Placed on 13-Dec-2019/ under service receiving/ service completed on 9.1.2020/ waiting for payment request/Payment request received on 4.2.2020 and document send for GRN same day/GRN issued and received on 6.2.2020/document communicated to finance on 7.2.2020,Completed,Procurement
6402,13/12/2019,Bid Advertised on Ethio-jobs,13/12/2019,,01/01/1970,NL280,Emergency,CNLDET0022,MENBERE SILESHI,NSOLOMON,"Consultancy service to conduct community level Gender Analysis for Gedeo and West Guji Conflict affected areas, TOR Attached",1,EA,ETB,357776.21,,,,,0000-00-00,,,0,"To be processed/Invitation to Bid announced through ethiojobs on 26.12.2019 with a closing date of January 09,2020/ waiting for bid opening since 10.1.2020 / Bid opened on 14.1.2020 and technical document send to requester unit for technical evaluation/waiting for technical evaluation result",Ongoing,Procurement
6367,28/11/2019,1764,28/11/2019,5923,05/12/2019,US17Y,Emergency,CRSXET0006,Wondimu Ejigayehu,NSOLOMON,Make,1,PCE,ETB,146665.74,AEMERO MOTOR WORKSHOP AND ENGINEERING,FS NO 00006584,5843,8769,02/01/2020,,4741111,144115.03,RFQ Prepared on 28.11.2019/ Waiting for approval / Quotation received on 4.12.2019/ PO placed on 5.12.2019/ waiting for PO Approval / PO approved on 10.12.2019/ service received / payment request received on 18.12.2019/ document send for GRN on 19.12.2019/GRN issued and received on 26.12.2019 and document communicated to finance on 27.12.2019,Completed,Procurement
6413,19/12/2019,Approved vendor,19/12/2019,5983,20/12/2019,CA351,GROW,CCANET0040,Alemnesh Asfaw,DGETACHEW,"1. Vehicle request for WH, types of vehicle Toyota land cruiser (Hard top) 1HZ HZJ76L-RKMRS (Five door) or equivalent from Dec 22 - Jan 11,2020",21,DAY,ETB,50715,,GMCR/486/12,5917,8848,24/01/2020,92732,4741285,47532.38,1. vehicle inspected and will be out to field office 20/12/19,Completed,Procurement
6413,19/12/2019,Approved vendor,19/12/2019,5974,20/12/2019,CA351,GROW,CCANET0041,Alemnesh Asfaw,DGETACHEW,"1. Vehicles request for Afar, types of vehicle Toyota land cruiser (Hard top) 1HZ HZJ76L-RKMRS (Five door) or equivalent from Dec 22- Jan 11 2020.",21,DAY,ETB,50715,,GMCR/485/12,5918,8849,24/01/2020,92733,4741286,51675.48,1. vehicle inspected and will be out to field office,Completed,Procurement
6413,19/12/2019,Approved vendor,19/12/2019,5984,20/12/2019,CA351,GROW,CCANET0039,Alemnesh Asfaw,DGETACHEW,"1. Vehicles request for EH, types of vehicles Toyota land cruiser (Hard top) 1HZ HZJ76L-RKMRS (Five door) or equivalent from Dec 22- Jan 20, 2020",30,DAY,ETB,72450,,GMCR/492/12,5925,8857,28/01/2020,92851,4985012,67903.4,1. vehicle inspected and will be out to field office,Completed,Procurement
6422,20/12/2019,1777,20/12/2019,6007,01/01/1970,AT609,SRHN,CAUTET0030,Alemnesh Asfaw,DGETACHEW,1. Design and branding camera version.(5 doc),5,EA,ETB,27370,AMANUEL PRINTING PRESS,,,,0000-00-00,,,0,RFQ ready for approval 20/12/19/vendor sent an offer including printing and told to correct the per-forma/Offer received and under awarding 8/1/2020/Two designs received and under review,Ongoing,Procurement
6276,28/10/2019,0000001753 sourced from 0000001733,28/10/2019,470932010,05/12/2019,US2H5,Emergency,OCHAET0048,HIRUT MERGA,NSOLOMON,Cotrimoxazole 240mg/5ml syrup suspension - 60 Bottle Folic Acid 5mg - 30 Cello Pack,2,EA,ETB,8595,TEWODROS KUMSA YAE,,,,24/12/2019,91688,,0,RFQ Prepared on 4.11.2019/ Quotation collected and opened on 4.11.2019 late afternoon/ under SBA preparation/ SBA send to requester unit for evaluation but they suggest us on 14.11.2019 to re-bid the request as most of the vendors offered India and China country of production/ request to be Re-Bid/ under quotation collection with closing date on 22.11.2019/ Quotation opened on 25.11.2019/ under SBA process/ technical confirmation from requester unit received on 05.12.2019/ PO Placed on 5.12.2019/ under item collection / item collected/ payment request received on 16.12.2019/ waiting for receipt confirmation/ confirmation received on 23.12.2019/ document communicated to finance on 24.12. 2019,Ongoing,Finance
6276,28/10/2019,0000001753 sourced from 0000001733,28/10/2019,593089041,05/12/2019,US2H5,Emergency,OCHAET0048,HIRUT MERGA,NSOLOMON,Gentian Violet of 30ml - 16 Bottle NG Tube (Pedatrics) - 30 Pcs Digital Thermometer - 30 Each,3,EA,ETB,2464,YUSRA MEDICINE & MEDICAL SUPPLIES WHOLES,,,,24/12/2019,91686,,0,RFQ Prepared on 4.11.2019/ Quotation collected and opened on 4.11.2019 late afternoon/ under SBA preparation/ SBA send to requester unit for evaluation but they suggest us on 14.11.2019 to re-bid the request as most of the vendors offered India and China country of production/ request to be Re-Bid/ under quotation collection with closing date on 22.11.2019/ Quotation opened on 25.11.2019/ under SBA process/ technical confirmation from requester unit received on 05.12.2019/ PO Placed on 5.12.2019/ under item collection / item collected/ payment request received on 17.12.2019/ waiting for receipt confirmation/ confirmation received on 23.12.2019/ document communicated to finance on 24.12. 2019,Ongoing,Finance
6276,28/10/2019,0000001753 sourced from 0000001733,28/10/2019,1311522411,05/12/2019,US2H5,Emergency,OCHAET0048,HIRUT MERGA,NSOLOMON,Amoxicilin 125mg/5ml - 150 BottleNormal siline 1000 ml - 8 BagRinger lactate 1000ml - 8 BagORS of 20 sachet - 13 Box,4,EA,ETB,6484,ABH PHARMA MEDICINES AND MEDICAL EQUIP-,,,,24/12/2019,91687,,0,RFQ Prepared on 4.11.2019/ Quotation collected and opened on 4.11.2019 late afternoon/ under SBA preparation/ SBA send to requester unit for evaluation but they suggest us on 14.11.2019 to re-bid the request as most of the vendors offered India and China country of production/ request to be Re-Bid/ under quotation collection with closing date on 22.11.2019/ Quotation opened on 25.11.2019/ under SBA process/ technical confirmation from requester unit received on 05.12.2019/ PO Placed on 05.12.2019/ under item collection / item collected/ payment request received on 18.12.2019/ waiting for receipt confirmation/ confirmation received on 23.12.2019/ document communicated to finance on 24.12. 2019,Ongoing,Finance
0000006406 replaced by 34743520,24/12/2019,1778,24/12/2019,34743520,27/12/2019,US1SJ US1UH,DFSA,WVIXET0005 WVIXET0006,Mekdes Leykun,ANEGASSA,Toners for 2020-SPIR 1. Toner 83A for Hp Laser Jet Pro MFP M127fn2. Toner 507X black for HP Laser-jet 500 color M551,2,PCE,ETB,7100,,,,,06/02/2020,93228,,0,"RFQ submitted for approval online but in the meantime Required Vendor Contract agreement received for Toner 83A for Hp Laser-jet Pro MFP M127fn and the Supplier informed through email on 27 December 2019 for the delivery/Reminder takes place on 02 January 2020. Finally, Toner delivered on 09 January 2020 and now under technical review at the IT unit. The technical review result confirmed on 23 January 2020 & now waiting for a credit invoice. Repeated Telephone call & reminder through email done but not yet.Credit invoice received on 05 February 2020 & document communicated to finance.",Ongoing,Finance
6388,09/12/2019,1770,09/12/2019,5953,13/12/2019,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,"1. A Venue with Lunch and cooking demonstration utensil and food items from Dec 17 to Dec 20, 2019 for 33 people. Place Bishoftu,2. Two times refreshment and water from Dec 17 to Dec 20, 2019 for 33 people.",4,EA,ETB,52672.56,,"Fs No. 00156766,00156754, 00156673,00156710",5852,8781,02/01/2020,,4741109,51756.52,"1. Waiting for RFQ approval/ Performa collected and Guarantee letter received, service received and waiting for payment request/Payment request received and waiting GRN 24/12/19",Completed,Procurement
338791211,28/10/2019,Historical Price,28/10/2019,338791211,22/11/2019,US29S,SRHN,PTFIET0004,Alemnesh Asfaw,DGETACHEW,"1. Translation of ""Roll back early marriage initiative manual"" from English to Afan Oromo",26,PG,ETB,7799.71,PROBEER EDITING AND TRANSLATION SERVICE,,,,02/01/2020,91859,,0,1. confirmation received from vendor to use historical price/ confirmation received and the document given for translation and under translation/ draft given to requestor and waiting for their comments/ vendor working on comments/ final draft received and waiting for payment request/document forwarded to finance,Ongoing,Finance
6404,16/12/2019,Approved vendor,16/12/2019,5967,17/12/2019,US000,Admin,SUSPET0004,Mekdes Leykun,DGETACHEW,1. TONER 81A FOR HP LASER JET ENTERPRISE M 604 PRINTER,2,EA,ETB,20470,NECOM COMPUTER TECHNOLOGIES,Fs No. 00004835,5862,8790,03/01/2020,,4741106,17490.43,PO issued to vendor and item received and waiting GRN 26/12/19/Document forwarded to finance 3/1/2020,Completed,Procurement
6374,05/12/2019,Approved vendor,05/12/2019,5925,06/12/2019,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,"1. Vehicle rental[Toyota Land Cruiser (Hard Top) 1HZ HZJ76L-RKMRS (Five Door)] for a trip to Mehal Meda from Tuesday, Dec 10, 2019 to Saturday, Dec 14, 2019. 2. Vehicle rental[Toyota Land Cruiser (Hard Top) 1HZ HZJ76L-RKMRS (Five Door)] for a trip to Mehal Meda from Tuesday, Dec 10, 2019 to Saturday, Dec 14, 2019.",5,DAY,ETB,23035.08,,Ref. GMCR/385/12,5866,8794,03/01/2020,,4741091,19390.01,1. Vehicle inspected/under receiving service/Payment request received and waiting GRN 26/12/19,Completed,Procurement
6408,23/12/2019,1779,23/12/2019,6033,21/01/2020,US000,Admin,UNRTET0094,Ye'abtsega M.,DGETACHEW,1. A Leadership career development training requisition for intern.,1,EA,ETB,175681.91,CENTER FOR CREATIVE LEADERSHIP EMEA ETHI,,,,0000-00-00,,,0,1. vendor is called to collect RFQ/Performa opened and sent for review/ Draft contract shared for coments/ Comptract and PO ready for signing 21/1/2020/PO and contract signed both sides/under receiving service,Ongoing,Procurement
6392,16/12/2019,1775,16/12/2019,6025,17/01/2020,GB752,Seizing the Moment,CGBRET0055,Ye'abtsega M.,DGETACHEW,1. A consultancy service for Mentoring and Coaching for Senior Male Staff at The Ministry of Women Children and Youth (MoWCY),1,,ETB,254948.33,CENTER FOR CREATIVE LEADERSHIP EMEA ETHI,,,,0000-00-00,,,0,1. vendor is called to collect the RFQ/Performa opened and sent for review/ draft contract sent for review 15/12020/Contact and PO signed both side on 24/1/2020vendor is called to collect the RFQ/Performa opened and sent for review/ draft contract sent for review 15/12020/Contact and PO signed both side on 24/1/2020 and under service receiving,Ongoing,Procurement
0000006458 replacement of 0000006371,13/12/2019,1782,13/12/2019,,01/01/1970,US1T0 & CA403,GRAD2,USLMET0023 & CCANET0047,Ye'abtsega M.,DGETACHEW,1. Purchase of 4 seat workstation,1,SET,ETB,88020.42,,,,,0000-00-00,,,0,1. Requestor unit is reviewing the item to select/Waiting for replacement PR with a change of specification/item description/Hold by requestor,Ongoing,Procurement
6360,05/12/2019,1766,05/12/2019,2047085182,20/12/2019,US1SJ,WASH,WVIXET0006 & WVIXET0005,Mekdes Leykun,DGETACHEW,1. stationeries,0,EA,ETB,6540.27,RUMATES STATIONERY AND COMPUTER SHOP,,,,02/01/2020,91857,,0,1. The Supplier informed & PO reserved also proforma received for the items not on price listed as well but needs collection from other suppliers as well. Now PO ready then placed on 04 December 2019./Item received and waiting for confirmation/ confirmation received 11/12/19 and vendor is told to bring payment request./Waiting GRN 13/12/19/Document forwarded to finance on 27/12/19,Ongoing,Finance
6360,05/12/2019,1766,05/12/2019,483527510,20/12/2019,US1SJ US1UH,DFSA,WVIXET0006 & WVIXET0005,Mekdes Leykun,DGETACHEW,1. stationeries,0,EA,ETB,2044.77,OSLO TRADING PLC,,,,02/01/2020,91889,4741130,2044.76,1. The Supplier informed & PO reserved also proforma received for the items not on price listed as well but needs collection from other suppliers as well. Now PO ready then placed on 04 December 2019./Item received and waiting for confirmation/ confirmation received 11/12/19 and vendor is told to bring payment request./Waiting GRN 13/12/19/Document forwarded to finance on 27/12/19,Completed,Procurement
6360,05/12/2019,1766,05/12/2019,658763628,20/12/2019,US1SJ US1UH,DFSA,WVIXET0006 & WVIXET0005,Mekdes Leykun,DGETACHEW,1. Stationeries,0,EA,ETB,2488.45,YEMAME COMPUTER AND STATIONARIES SALES,,,,02/01/2020,91881,,0,1. The Supplier informed & PO reserved also proforma received for the items not on price listed as well but needs collection from other suppliers as well. Now PO ready then placed on 04 December 2019./Item received and waiting for confirmation/ confirmation received 11/12/19 and vendor is told to bring payment request./Waiting GRN 13/12/19/Document forwarded to finance on 27/12/19,Ongoing,Finance
1148189908,26/12/2019,Approved vendor,26/12/2019,1148189908,26/12/2019,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,"1. Vehicle rental [Toyota Land cruiser, Station wagon 1HZ-HZJ105L model 2000 and above] request for a trip to Dilla from December 30, 2019 to Jan 03, 2020",6,DAY,ETB,11826.12,GETACHEW MOLLA CAR RENTAL SERVICE,,,,0000-00-00,,,0,1. Vendor is told to prepare the vehicle/Document forwarded to finance,Ongoing,Finance
6350,23/11/2019,N/A,23/11/2019,5901,24/11/2019,US2H5,Emergency,OCHAET0047,HIRUT MERGA,AFEKADU,"Extension of the rental for Long base Vehicle Plate # 3-A24795 from November 25 to December 24, 2019 (30 Days) for West Hararghe field office.",30,DAY,ETB,63416.18,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/419/12,5885,8813,03/01/2020,92067,,0,Purchase order was prepared and issued then waiting service delivery/waiting payment request/Payment request received on 30.12.2019 and document send for GRN same day/Document communicated to finance.,Ongoing,Finance
6363,27/11/2019,N/A,27/11/2019,5907,27/11/2019,US2H5,Emergency,OCHAET0047,HIRUT MERGA,AFEKADU,"Vehicle rental extension Plate #3-68784 Mark II Nov 29 to Dec 28, 2019 for West Hararghe Field Office.",30,DAY,ETB,69105.23,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/428/12,5898,8819,13/01/2020,92282,4741199,67903.4,Purchase order was prepared and issued then waiting service delivery/waiting payment request Payment request received on 31.12.2019 but waiting for original Log sheet/ Original Log sheet received on 9.1.2020 and document send for GRN on 10.1.2020/ GRN issued and received on 13.1.2020 and document communicated to finance same day,Completed,Procurement
6438,31/12/2019,0,31/12/2019,6004,02/01/2020,US1UH,DFSA,WVIXET0006,Mekdes Leykun,ANEGASSA,"Commodity Transport EH-1st1. Transportation of Wheat from Dire Dawa to East Hararghe, Kurfachele Woreda; Kurfachele distribution point2. Transportation of Wheat from Dire Dawa to East Hararghe, Kurfachele Woreda; Alem Durom distribution point3. Transportation of Wheat from Dire Dawa to East Hararghe, Grawa Woreda; Dogu distribution point4. Transportation of Wheat from Dire Dawa to East Hararghe, Grawa Woreda; Areblija distribution point5. Transportation of Wheat from Dire Dawa to East Hararghe, Grawa Woreda; Grawa town distribution point6. Transportation of Wheat from Dire Dawa to East Hararghe, Grawa Woreda; Culul Jiru Belina distribution point7. Transportation of Wheat from Dire Dawa to East Hararghe, Grawa Woreda; Lafto Harawa distribution point",283.11,MTN,ETB,133658.58,AWEL ANSHA,Payment Request with Ref.No:AWEL/017/CE/20EW19122311,5958,8907,18/02/2020,93713,4985162,130985.41,Requisition received but confirmation through email communication received from responsible authority as this round should be processed with the new agreement that Bisrat/Medhin will be going to share with us soon. PO Partially created with an exceptional case for Alemdrom Site only (PC Minute copy attached with the transaction) but unable to be approved by the second level approver. Still waiting for a contract agreement for the remaining site. PO Incident resolved and dispatched also the hard copy PO approved on 13 January 2020 then Message Transferred to the Transporter for the collection of PO. PO issued on 21 January 2020.Service receiving confirmation received on 11 February 2020 and document communicated to finance on 12 February 2020 to store for the GRN.Document Communicated to finance on 14 February 2020.,Completed,Procurement
0050/AT603/2019,26/12/2019,CARE/LL FY-19#315,26/12/2019,0,0000-00-00,AT603,WASH,CAUTET0027,Ya'abtsega Molla,ANEGASSA,"Externa Auditor to conduct a Special Purpose Audit concerning the project ?SWEEP ? Water for Food Security, Women`s Empowerment and Environmental Protection?",1,EA,ETB,75000,,,,,0000-00-00,,,0,"Letter of Invitation for Bid distributed on 27 December 2019 with 02 January 20120 Submission date. Offer submitted on time then opened & shared on 09 January 2020 to the requesting unit for the technical evaluation purpose. Technical evaluation result confirmation received and Financial Proposal submitted for the opening on 15 January 2020. Financial Proposal opened & received on 21 January 2020 then overall financial +technical summary shared with the donor through respective Specialist-Grants, Contracts, and Budget.Waiting for a response from the Donor.The draft & final audit agreement shared by the donor itself through the Donor's template, the grant unit comments including & finalized by audit agreement (Service Contract NO ETH923/01-20) signed by the Audit firm on 20 February 2020 after a lot of back & forth.",Ongoing,Procurement
1486105408,03/01/2020,Approved vendor,03/01/2020,1486105408,03/01/2020,SUSPET0004,Admin,US000,Tsion B.,DGETACHEW,1. HP Laser jet 600 M601 tonner,1,EA,ETB,6500,NECOM COMPUTER TECHNOLOGIES,,,,16/01/2020,92451,4741235,6500,1. vendor is informed to bring the toner 3/1/2020/Item delivered and document forwarded to finance 14/1/2020,Completed,Procurement
6437,30/12/2019,1773,30/12/2019,6040,01/01/1970,AT609,SRHN,CAUTET0030,Alemnesh Asfaw,DGETACHEW,"1. Mini media materials for RESET+ Specification- SDJ 15AL Power speaker with one wireless 5mic, U5B, FM Radio, remote controller, 1000 watt.,2.",1,EA,ETB,246077,,Fs No. 00005869,5972,8922,26/02/2020,93970,,0,1. RFQ ready/RFQ collected and the item was seen for verification but the request has to be changed. requestor unit will raise replacement PR for the item/Replaced with PR 6437./Non-Competitive prepared and signed/PO pending approval waiting/Waiting delivery 6/2/2020.Credit Invoice Received on 19 & Document Communicated to store on 20 February 2020 for the GRN. Document Communicated to finance on 26 February 2020.,Ongoing,Finance
'0046/CZ107/2019,13/12/2019,N/A,13/12/2019,'0058/CZ107/2019,14/12/2019,CZ107,Emergency,CCZEET0002,MENBERE SILESHI,NSOLOMON,"EMU Vehicle Rental Extension East Hararghe, Long Base Plate No. 3-51926 From December 14,2019 up to December 26,2019",13,DAY,ETB,27480.34,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/424/12,,,0000-00-00,,,0,PO Placed on 14.12.2019/waiting for service delivery/ Payment request received 31.12.2019/GRN issued and Document communicated to finance on 8.1.2020,Ongoing,Store
6443,02/01/2020,Approved vendor,02/01/2020,6006,02/01/2020,US31E,SINCE,IRCXET0006,Abigel Abrham,DGETACHEW,"1. A Hard top (5 doors) vehicle rental request to visit Butajira and Silite Zone for one month from Jan 6, 2020",30,DAY,ETB,75900,GETACHEW MOLLA CAR RENTAL SERVICE,,,,0000-00-00,,,0,1. Vehicle inspect and is out top field but the PR budget status is Error and could not be converted to PO./Under receiving service and waiting for payment request,Ongoing,Procurement
927874404,29/11/2019,N/A,29/11/2019,927874404,29/11/2019,US2H5,Emergency,OCHAET0049,Lwam Messele,AFEKADU,Vehicle Rental Extension Plate # 3-63890 4WD Single cabine for North Program,7,DAY,ETB,11049.03,GETACHEW MOLLA CAR RENTAL SERVICE,,,,08/01/2020,91988,,0,"Under service receiving since December 08,2019/ service received/ payment request received on 30.12.2019/ Document communicated to finance on 8.Jan.2020.",Ongoing,Finance
36402466,23/01/2020,Offline,23/01/2020,,01/01/1970,US1L8,WASH,AECOET0001,Ye'abtsega M.,DGETACHEW,"1. Determine/check safe load carrying capacity of Serdo existing roof structure (Truss member), based on attached sketch roof, truss member specifications and existing phots, using appropriate roof design parameters and software. The vendor is expected to submit roof truss statical analysis, remedial actions to be taken if any defects are observed in the existing roof truss and roof works because of design problem. Existing Roof information ? (100*100*4.5) mm SHS, Long side member ? (50*50*4) mm SHS, Short side member ? Roof cover used EGA -300 Site information ? Afar Region, Serdo 40Km from Semera ? Building size, (14*9)m ? Building use: House for Reverse Osmosis (RO) or Desalination Plant",1,EA,ETB,10000,,,,,0000-00-00,,,0,1. RFQ dispatched and waiting for offer,Ongoing,Procurement
6369,02/01/2020,Advertised on Reporter newspaper,02/01/2020,,01/01/1970,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,"1. Consultant/Firm to train these caregivers on basic caregiver skills, as outlined on the attached ToR. From Dec 25, 2019 to February 15, 2020.",1,EA,ETB,376314.5,,,,,0000-00-00,,,0,"1. Advertisement is out on newspaper and closed on 23/12/19/ document submitted for opening 24/12/19/Technical document opened and sent for review 3/1/2020/Financial opened and shared with requestors/Clarification request on the financial proposal sent to vendor 27/1/2020/Response forwarded to PC for decision 28/1/2020/Vendor agreed and accepted the proposed budget and draft contract sent for review, non-competitive justification submitted for signing and waiting for replacement PR 5/2/1/2020",Ongoing,Procurement
6429,08/01/2020,1783,08/01/2020,,01/01/1970,CA403,Emergency,CCANET0047,Menbere S.,DGETACHEW,1. Purchase of Full set Hand pump with maximum depth of 30m for Somalia,8,,ETB,184000,,,,,0000-00-00,,,0,1. Waiting for RFQ approval,Ongoing,Procurement
6430,08/01/2020,,08/01/2020,,01/01/1970,CA403,Emergency,CCANET0047,Menbere S.,DGETACHEW,"1. Women and children friendly space hall construction in Filtu and Deka suftu Woredas, Liben zone",2,EA,ETB,514659.5,,,,,0000-00-00,,,0,"1. Bid document, tracking sheet and invitation to bis sent to field office by email to be floated there 9/1/2020",Ongoing,Procurement
1932118122,10/12/2019,N/A,10/12/2019,1932118122,11/12/2019,US1SJ,Emergency,WVIXET0005,MEKDES LEYKUN,NSOLOMON,Rental of a Mini-Bus high roof with a capacity of 12 seats from December 16 ?18 (3 days) for Bishoftu area. Plate No 3-71217,3,DAY,ETB,5036.48,GETACHEW MOLLA CAR RENTAL SERVICE,,,,17/01/2020,,,0,"Under Service receiving since December 16,2019/payment request received on 30.12.2019/ document communicated to finance on 31.12.2019 with NON PO Expense # 674",Ongoing,Finance
940444010,20/12/2019,N/A,20/12/2019,940444010,01/01/1970,US2GQ,Emergency,OCHAET0044,Lwam Messele,NSOLOMON,"Vehicle Rental Extension for Plate # A73758 Mark II in North Program. Contract days: for 4 days ( from Dec 26 to Dec 29, 2019)",4,DAY,ETB,9214,GETACHEW MOLLA CAR RENTAL SERVICE,,,,09/01/2020,,,0,under service receiving / Payment request received on 30.12.2019/ document communicated to finance on 31.12.2019 with NON PO Expense # 675,Ongoing,Finance
2123532999,16/12/2019,N/A,16/12/2019,2123532999,16/12/2019,US17Y,Emergency,CRSXET0006,Lwam Messele,NSOLOMON,Internal Hard Disk for Dell Latitude E5470 Laptop,1,PCE,ETB,2800,TOPCOM COMPUTER TRADING,,,,17/01/2020,,,0,Historical price used and item collected on 18.12.2019/ payment request received on 26.12.2019/ document communicated to finance on 27.12.2019 with NON PO Expense # 673,Ongoing,Finance
134511864,11/12/2019,134511864,11/12/2019,134511864,13/12/2019,US1SJ and US1UH,DFSA,WVIXET0005 and WVIXET0006,MEKDES LEYKUN,NSOLOMON,Internal HDD. Specification: HDD Type SATA internal Storage Capacity 1TB Transfer Speed 7200RPM Cache Size 64MB -128MB,1,PCE,ETB,2800,TOPCOM COMPUTER TRADING,,,,17/01/2020,,,0,RFQ Prepared on 12.12.2019/ Quotation opened on 17.12.2019/ Item collected on 18.12.2019/ payment request received on 26.12.2019/ document communicated to finance on 27.12.2019 with NON PO Expense # 671,Ongoing,Finance
6451,09/01/2020,Requered vendor,09/01/2020,6010,09/01/2020,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,"1. Vehicle rental [Toyota Land cruiser, Station wagon 1HZ-HZJ105L model 2000 and above] for a field program to places include Rural Hosanna areas, Hawasa and Dilla areas from Jan 13-24/2020.",12,DAY,ETB,23679.83,GETACHEW MOLLA CAR RENTAL SERVICE,Ref. GMCR/503/12,5936,8879,0000-00-00,93085,4985056,23268.01,1. vendor is told to provide the vehicle/payment request received and document forwarded to finance 5/2/20,Completed,Procurement
6405,17/12/2019,Requered vendor,17/12/2019,5956,17/12/2019,US1SJ,DFSA,WVIXET0005,Mekdes Leykun,DGETACHEW,"1. Rental of Toyota Land cruiser, Station wagon 1HZ-HZJ105L) 2000 and above from 20-30/Dec/2019 (11 days). 2. Rental of Toyota Land cruiser, Station wagon 1HZ-HZJ105L) 2000 and above from 20-30/Dec/2019 (11 days). 3. Rental of Toyota Land cruiser, Station wagon 1HZ-HZJ105L) 2000 and above from 20-30/Dec/2019 (11 days). 4. Rental of Toyota Land cruiser, Station wagon 1HZ-HZJ105L) 2000 and above from 20-30/Dec/2019 (11 days). Visiting places: AA-Dire Dawa-Adama-Dessie-Lalibela-Gazo Woreda-Lalibela-Debre Birhan-Adama-Sire Woreda-Adama-Travel back.",11,DAY,ETB,86826.04,,Ref. GMCR/426/12,5895,8826,13/01/2020,92281,4741195,4741195,1. PO issued and under service receiving/ payment request received and waiting GRN/Document forwarded to finance 10/1/2020,Completed,Procurement
849495357,25/10/2019,0,25/10/2019,849495357,0000-00-00,NL178,PfR,CNLDET0012,Eden Habtewold,ANEGASSA,Bid Announcement service for Invitation to Bid for Consultancy Service Including IRM Approach,1,PCE,ETB,5704,MEDIA AND COMMUNICATION CENTER PLC,,,,0000-00-00,92298,,0,The announcement service requested & confirmed by the Media agency for on the coming Saturday & Sunday(26/27 October 2019)/Service received & waiting for credit invoice/Reminder takes place/Reminder about credit invoice made through telephone call again on 20 Nov 2019.Credit Invoice collected on 02 January 2020 in person after repeated Telephone call.Document Communicated to finance on 03 January 2019.,Ongoing,Finance
6399,12/12/2019,N/A (Required Vendor),12/12/2019,5981,20/12/2019,NL280,Emergency,CNLDET0022,MENBERE SILESHI,NSOLOMON,"Meeting chair- Swivel, like attached pictures",5,EA,ETB,17500,MINAYE PLC,FS NO 00003150,5947,8892,11/02/2020,93434,4985110,17195.65,To be processed/ waiting for required vendor agreement to be shared/ PO placed on 20.12.2019/ waiting for item delivery/ Item collected on 9.1.2020/ waiting for payment request /Payment request received on 5.2.2020 and document send for GRN same day/GRN issued and received on 7.2.2020 and document communicated to finance on 10.2.2020,Completed,Procurement
6399,12/12/2019,N/A (Required Vendor),12/12/2019,5982,20/12/2019,NL280,Emergency,CNLDET0022,MENBERE SILESHI,AFEKADU,Mesh Swivel chair,2,EA,ETB,13110,WARYT MULUTILA INTERNATIONAL PLC,FS NO 00006934,5900,8831,0000-00-00,,,0,To be processed/ PO Prepared using required vendor agreement on 9.1.2020/ Item collected on 30.12.2019/ payment request received on 7.1.2020/ document send for GRN,Ongoing,Procurement
6373,06/12/2010,1768,06/12/2010,5986,23/12/2019,US1SJ,DFSA,WVIXET0005,MEKDES LEYKUN,AFEKADU,"Mobile Farm shop, size 1.5 m x 1.8 m for East Hararghe; Dire Dawa area. Fabrication and movable shape ? 22 pipe by 1.5 mm thickness ? Strong tent (Shera) ? Movable joint for structure Delivery location: CARE HO, Addis Ababa",1,EA,ETB,16720,S.S.W PRINTING AND ADVERTISING,FS NO 00000250,5901,8832,0000-00-00,,,0,RFQ Prepared on 9.12.2019/ under Quotation collection/ quotation opened on 19.12.2019/ PO prepared on 23.12.2019/ item collected on 3.1.2020/payment request received on 8.1.2020/ Document send for GRN on 9.1.2020,Ongoing,Procurement
